IN01,"India
印度","Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology
Vel Tech理工學院",N/A,10 students,"機械系大學部三年級以上及研究所學生
UG yr.3 above & PG students of the Department of Mechanical Engineering",,,參考網頁 Link
IN02,"India
印度","Indian Institute of Technology Bombay(IITB)
印度理工學院
孟買分校",172,4 students,"全校大學部及研究所學生
U-wide UG & PG students","iBT95 (writing at least 20)/
IELTS6.5 (no sub-band lower than 6)",,參考網頁 Link
IN03,"India
印度","Indian Institute of Technology Madras(IITM)
印度理工學院
馬德拉斯分校",275,5/sem.,"全校大學部及研究所學生
U-wide UG & PG students",,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Student Guide
TR01,"Turkey
土耳其","KOC University
柯克大學",465,6 sem. slots,"全校大學部及碩士班學生
U-wide UG & Master students",iBT80/IELTS6.5,平均分數 Avg. Score: 75+,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Some Law School courses are in Turkish (such as Turkish Constitutional Law)
TR02,"Turkey
土耳其","Bilkent Univesity
畢爾肯大學",551-560,8 sem. slots,"資訊學院大學部以及研究所學生
UG & PG students of College of Computer Science","iBT79/IELTS6.5/
GEPT中高級複試/
TOEIC785+SW240",,Exchange to Faculty of Engineering with most courses taught in English; Dormitory for free
,,,,,,,,參考網頁 Link
TR03,"Turkey
土耳其","Sabanci University
薩班哲大學",521-530,8 students,"全校大學部及研究所學生
U-wide UG & PG students",建議Recommend: iBT80,,參考網頁 Link
,,,,,,,,Brochure
,,,,,,,,限制課程 Course Limitations for Exchange
RU01,"Russia
俄羅斯","Federal State Budget Educational Institution of Higher Education ""MIREA - Russian Technological University"" (RTU MIREA)
莫斯科科技大學",N/A,5/sem.,"全校大學部及研究所學生
U-wide UG & PG students",,,參考網頁 Link
RU02,"Russia
俄羅斯","Lomonosov Moscow State University (LMSU)
莫斯科國立大學",74,2/sem.,"全校大學部及碩班學生
U-wide UG & Master students",,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"大部份課程為俄語授課，但學生可至該校研習俄語，部分program為英語授課
Most courses are taught in Russian, but students can take Russuan language courses at LMSU, and some programs are in English"
RU03,"Russia
俄羅斯","Peter the Great St. Petersburg Polytechnic University (SPbPU)
聖彼得堡國立技術大學",401,2/sem.,"全校大學部及碩士班學生
U-wide UG & Master students",建議英文Recommend English B2,,參考網頁 Link
,,,,,,,,Fact Sheet
NO01,"Norway
挪威","University of Agder
阿格德爾大學",N/A,9,"全校大學部及研究所學生
U-wide UG & PG students",建議 Recommend above: 英文B2以上,,參考網頁 Link
,,,,,,,,免費挪威語課程參考網頁 Free Norwegian Course
FI01,"Finland
芬蘭","Aalto University
阿爾托大學",127,1,"應藝所學生
Students of the Institute of Applied Arts","建議B2
Recommend B2",,參考網頁 Link
,,,,,,,,Fact Sheet
FI02,"Finland
芬蘭","University of Jyvaskyla
于韋斯屈萊大學",333,6/sem.,"全校大學部二年級以上及碩士班學生
U-wide UG yr.2 above & Master students","建議至少B1，最好B2
Recommend: at least B1, preferably B2",,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,英語授課課程列表 List of English-taught courses
,,,,,,,,該校較少工程領域課程 Limited number in engineering courses
FI03,"Finland
芬蘭","Hanken School of Economics
漢肯經濟學院",N/A,1/sem.,"管院大學部三年級以上及研究所學生
UG yr.3 above & PG students of the College of Management",iBT87/IELTS6.5,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,交換前須至少修讀一年經濟學課程 At least an year of Economics related courses is required prior to exchange
SE01,"Sweden
瑞典","Linkoping University
林雪平大學",362,10 sem. slots,"理工領域大學部三年級以上及碩班學生
UG yr.3 & Master students in fields of Science & Technology",,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,赴該校理工學院交換 Exchange to the Faculty of Science & Engineering
SE02,"Sweden
瑞典","Chalmers University of Technology
查默斯理工大學",139,9,"理工領域大學部四年級以上及碩班學生
UG yr.4 above & Master students in fields of Science & Technology",,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,僅限具有理工領域背景同學申請(研究所學生: 大學部務必主修理工相關) Students without science and engineering background cannot apply (PG students must have major in Engineering/Technolgy in UG studies) 所有碩班課程為英語授課 All Master's programs are taught in English 僅限一學年交換 Only available for whole academic year exchange
SE03,"Sweden
瑞典","KTH Royal Institute of Technology
皇家理工學院",98,1,"理工領域大學部三年級以上及碩班學生
UG yr.3 above & Master students in fields of Science & Technology",,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"至少50%之課程須於申請之系所修習 At least 50% of the courses has to be taken within the faculty applying to
大學部課程(第1-3年)為瑞典語授課、研究所課程(第4-5年)為英語授課 Bachelor courses (year 1-3) are taught in Swedish, Master courses (year 4-5) are taught in English"
DK01,"Denmark
丹麥","Technical University of Denmark
丹麥科技大學",103,4 students,"全校大學部三年級以上及碩班學生
U-wide UG yr.3 above & Master students",iBT88/IELTS6.5,,參考網頁 Link
DK02,"Denmark
丹麥","University of Southern Denmark (SDU)
南丹麥大學 ",353,10 sem. slots,"全校大學部二年級以上及碩班學生
U-wide UG yr.2 & Master students",iBT88/IELTS6.5,,參考網頁 Link
,,,,,,,,Fact Sheet
LT01,"Lithuania
立陶宛","Vilnius University
維爾紐斯大學",425,3 sem. slots,"全校大學部及研究所學生
U-wide UG & PG students",iBT42/IELTS4.5,,參考網頁 Link
LT02,"Lithuania
立陶宛","Vilnius Gediminas Technical University (VGTU)
維爾紐斯格迪米尼茲科技大學",591-600,4 sem. slots,"全校大學部及研究所學生
U-wide UG & PG students",iBT72/IELTS5.5,,參考網頁 Link
,,,,,,,,Info. Brochure
SK01,"Slovakia
斯洛伐克","Technical University of Kosice (TUKE)
科希策技術大學",801-1000,10 students,"工學院大學部及研究所學生
UG & PG students of the College of Engineering",,,參考網頁 Link
,,,,,,,,Study Programs
,,,,,,,,交換至該校土木工程學院 Exchange to the Faculty of Civil Engineering
PO01,"Poland
波蘭","Cracow University of Economics
夸克經濟大學",N/A,2/sem.,"全校大學部及研究所學生
U-wide UG & PG students","iBT87/IELTS6/
TOEIC750",,參考網頁 Link
,,,,,,,,"大部分課程為商管相關(最低需修滿28ECTS學分)
Most courses are business & mgt. related.       min 28ECTS"
PO02,"Poland
波蘭","Maria Curie-Sklodowska University (UMCS)
居里夫人大學",N/A,2/sem.,"全校大學部及研究所學生
U-wide UG students","iBT42/IELTS4.5
English Philology: iBT72/IELTS5.5",,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,課程列表 List of courses
PO03,"Poland
波蘭","University of Warsaw
華沙大學",321,4 students,"全校大學部及研究所學生
U-wide UG & PG students",B2: 波蘭文或英文Polish or English (iBT87/IELTS6),,參考網頁 Link
,,,,,,,,Course Catalog
,,,,,,,,該校較少理工領域系所 Limited number of programs in engineering
CZ01,"Czech Republic
捷克","Czech Technical University in Prague (CTU)
布拉格捷克理工大學",432,5 students,"全校大學部及研究所學生
U-wide UG & PG students","iBT72/IELTS5.5
TOEIC Reading 385 Listening 400",,參考網頁 Link
CZ02,"Czech Republic
捷克","Brno University of Technology
布爾諾科技大學",651-700,9,"全校大學部二年級以上及研究所學生
U-wide UG yr.2 above & PG students",,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,英語授課列表 English-taught Courses
CZ03,"Czech Republic
捷克","University of Ostrava
俄斯特拉發大學",801-1000,1,"全校大學部二年級以上及碩班學生
U-wide UG yr.2 above & Master students","iBT65/IELTS5.5/
TOEIC605",平均分數Avg. Score: 50+,參考網頁 Link
,,,,,,,,Fact Sheet
CZ04,"Czech Republic
捷克","Masaryk University
馬薩里克大學",531-540,3/sem.,"全校大學部及研究所學生
U-wide UG & PG students","iBT70/IELTS5.5/
TOEIC785",平均分數Avg. Score: 70+,參考網頁 Link
,,,,,,,,Basic Info.
,,,,,,,,Info. Sheet
,,,,,,,,Course List
HU01,"Hungary
匈牙利","Eötvös Loránd University (ELTE)
羅蘭大學",601-650,3,"全校大學部二年級以上及研究所學生
U-wide UG yr.2 above & PG students",建議 English B2,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Course List
AT01,"Austria
奧地利","Graz University of Technology
格拉茨科技大學",275,10 sem. slots,"全校大學部及碩班學生
U-wide UG & Master students","iBT75/IELTS6/
TOEIC785+SW310/
German B2",,參考網頁 Link
,,,,,,,,Brochure
,,,,,,,,Fact Sheet
AT02,"Austria
奧地利","University of Vienna
維也納大學",150,1 sem. slot,"全校大學部二年級以上及碩士班學生
U-wide UG yr.2 above & Master students",iBT80/IELTS6,,參考網頁 Link
IT01,"Italy
義大利","Politecnico di Milano (Polimi)
米蘭理工大學",137,2,"電機、資訊、工學院大學部及研究所學生
UG & PG students of the College of ECE, CS and Engineering","建議 Recommend
義大利文B1 and iBT72/IELTS5.5",,參考網頁 Link
,,,,,,,,Program & Course Info.
,,,,,,,,"交換至該校 Exchange to:
School of Industrial and Information Engineering"
IT02,"Italy
義大利","University of Parma (UNIPR)
帕爾馬大學",801-1000,10 sem. slots,"電機、資訊、工、理、管及人社院大學部及研究所學生
UG & PG students of the College of ECE, CS, Engineering, Science, Management and Humanities & Social Sciences","義大利文A2/
iBT42/IELTS4",,參考網頁 Link
,,,,,,,,Info Sheet
,,,,,,,,"交換至該校 Exchagne to:
Dept. of Enginerring and Architecture
Dept. of Chemistry, Life Sciences and Environmental Sustainability
Dept. of Economics and Management
Dept. of Humanities, Social Sciences and Cultural Industries"
IT03,"Italy
義大利","University of Turin
都靈大學",521-530,5 students,"全校大學部及研究所學生
U-wide UG & PG students",,,參考網頁 Link
,,,,,,,,"英語授課：大學部-商管；研究所-會計、經濟、材料、財金與保險領域；其餘為義大利文授課 English courses: UG-Business & Mgt.; PG-Accounting, Economics, Materials, Finance & Insurance; Other courses are taught in Italian"
,,,,,,,,課程參考網頁 Course Info.
DE01,"Germany
德國","RWTH Aachen University
阿亨工業大學",145,1,"全校大學部三年級以上及研究所學生
U-wide UG yr.3 above & PG students","TestDaF 4/iBT72/
IELTS5.5",,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,1,電機院、資訊院大學部三年級以上及研究所學生 UG yr. 3 above & PG students of the College of ECE and CS,,,參考網頁 Link
,,,,,,,,Exchange to the Faculty of Electrical Engineering and Information Technology
DE02,"Germany
德國","Technical University of Berlin
柏林工業大學",148,2,"全校大學部二年級以上及碩班學生
U-wide UG yr.2 above & Master students","德文B2/iBT87/
IELTS5/TOEIC605",,參考網頁 Link
,,,,,,,,Fact Sheet
DE03,"Germany
德國","SRH University Heidelberg
海德堡應用技術大學",N/A,8 sem. slots,"全校大學部及研究所學生
U-wide UG & PG students
(大學部學生須有商管或國際關係背景，碩士班學生須有工程/電腦或資訊背景
Bachelor students with business/management/international relation background; Master students with engineering/computer science/information technology background)",德檢German B2 or iBT79/IELTS6.5,,參考網頁 Link
,,,,,,,,英語授課 English programs-Master
,,,,,,,,英語授課 English programs-Bachelor
,,,,,,,,"申請此校需繳交符合背景之說明文件
Students applying to this university must submit a document proving fulfillment of background requirement"
DE04,"Germany
德國","University of Mannheim
曼漢姆大學",307,1,"管、理、資訊院大學部二年級以上及碩班學生
UG yr.2 & Master students of the College of Management, Science & Computer Science",德檢German B2 or iBT72/IETLS5.5,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"以資管所、資財系、應數系所、統計所、資工系所學生為優先，其餘學生須提出資訊或數學相關背景證明。交換至該校School of Business Informatics & Mathematics。
Mainly for students with major in info. mgt (PG), info. & finance mgt. (UG), applied math, statistics & cs; other students need to submit proof of knowledge in field of informatics or math."
DE05,"Germany
德國","University of Stuttgart
斯圖加特大學",333,4,"全校大學部及研究所學生
U-wide UG & PG students","Take courses in German: German C1 or German A2 + intensive German course
Take courses in English: iBT72/IELTS5.5+ intensive German course",平均分數Avg. Score: 65+,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Course Info.
,,,,,,,,申請此校請上傳符合語言能力之說明 Please upload a document to explain how you fulfill the language requirements.
DE06,"Germany
德國","University of Augsburg
奧格斯堡大學",N/A,3,"全校大學部及碩班學生
U-wide UG & Master students",德檢German B2 or 基礎德文Basic German +iBT72/IELTS5.5/TOEIC Listening400+Reading 385,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,英/外文授課課程參考 Courses taught in Enlgih/Foreign Languages
DE07,"Germany
德國","Friedrich-Alexander University Erlangen-Nürnberg
(FAU) 愛爾朗根-
紐倫堡大學",317,6 sem. slots,"工學院大學部四年級及研究所學生
UG yr.4 & PG students of the College of Engineering",iBT95/IETLS7,,參考網頁 Link
,,,,,,,,"赴該校機械系交換，英文授課課程主要為機械工程及國際生產工程與管理相關
Exchange to FAU’s Department of Mechanical Engineering; English-taught courses are mostly about Mechanical Engineering & International Production Engineering & Management"
DE08,"Germany
德國","Darmstadt University of Applied Sciences (h_da)
達姆施塔特應用技術大學",N/A,4 sem. slots,"應藝所學生
Students of the Institute of Applied Arts",德檢German B2 or iBT72/IETLS5.5,,參考網頁 Link
,,,,,,,,交換至該校設計系 Exchange to the Department of Design
DE09,"Germany
德國","Reutlingen University
羅特林根大學",N/A,工、電機、資訊、生科: 15 sem. slots,"工、電機、資訊、管院、生科大學部及研究所學生
UG & PG students of the College of Engineering, Electronic & Electrical Engineering, Computer Science & Management & Biological Science and Technology",iBT72/IELTS5.5,,參考網頁 Link
,,,,"管: UG-6 sem. slots, PG-2 students",,,,ESB Fact Sheet
NE01,"Netherlands
荷蘭","Radboud University Nijmegen
拉德堡德大學
(原奈美恩大學)",214,2,"管院大學部二年級以上及碩班學生
UG yr.2 above & Master students of the College of Management","UG: iBT70/IELTS5.5/TOEIC620(LRSW)
PG: iBT90/IELTS6.5/TOEIC720(LRSW)",,參考網頁 Link
,,,,,,,,"赴該校修習研究所課程者，外語檢定成績須達iBT90/IELTS6.5，未達上述標準但符合iBT70/IELTS5.5以上之研究所學生僅可赴該校修習大學部課程，須於其他有利審查文件中檢附所屬系所承認大學部課程為""專業課程""方可申請；大學部學生不得修習研究所課程 UG students cannot take PG-level courses"
,,,,4 students,"客家院大學部二年級以上及碩班學生
UG yr.2 above & Master students of the College of Hakka Studies","Arts: iBT79/IELTS6/TOEIC785(LRSW)
English & American Studies: iBT92/IELTS7/TOEIC945(LRSW)",,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,赴該校文學院交換 Exchange to the Faculty of Arts
NE02,"Netherlands
荷蘭","University of Twente
湍特大學",197,6,"全校大學部二年級以上及碩班學生
U-wide UG yr.2 above & Master students","iBT80/IELTS6/
TOEIC790(with S&W and L&R)",,參考網頁 Link
,,,,,,,,Data Sheet
NE03,"Netherlands
荷蘭","University of Groningen
葛洛寧恩大學",128,3 sem. slots,"管院大學部三年級以上及研究所學生
UG yr.3 above & PG students of the College of Management","UG: iBT80(S&W19+)/
IELTS6(S6+,W5.5+)
PG: iBT90(S&W21+)/
IELTS6.5(S6+,W6.5+)",,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Academic Calendar
,,,,,,,,PG: 大學主修須為商管相關 Must be graduated from Economics and business related bachelor degree
BE01,"Belgium
比利時","Universite libre de Bruxelles (ULB)
布魯塞爾自由大學",250,4,"全校大學部及研究所學生
U-wide UG & PG students",建議法語B1以上Recommend French: B1,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"UG: 法語授課taught in French
PG: 部份英語授課partially taught in English"
,,,,4 sem. slots,"管院大學部三年級以上及碩士班學生
UG yr.3 above & Master students of the College of Management","建議英文B2以上
Recommend English: B2",,參考網頁 Link
,,,,,,,,大學部大部分為法文授課，研究所50%為英文授課 Most UG courses are taught in French; half of PG courses are taught in English.
BE02,"Belgium
比利時","University of Antwerp
安特衛普大學",238,2 sem. slots,"全校大學部四年級以上及研究所學生
U-wide UG yr.4 above & PG students",iBT79/IELTS6.5,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"第二梯次不開放申請至生醫科學系
The 2nd intake does not include the Faculty of Biomedical Science"
,,,,4 sem. slots,"管理學院大學部三年級以上及碩士班學生
UG yr.3, 4 and Master students of the College of Management",iBT79/IELTS6.5,,參考網頁 Link
,,,,,,,,交換至該校 Exchange to the Faculty of Business and Economics
BE03,"Belgium
比利時","Hasselt University
哈瑟爾特大學",456,2 students,"電子或資通領域大學部三年級以上及碩士班學生
UG yr.3 above & Master students in Electronics or ICT",iBT79/IELTS6.5,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,有機會可獲得Erasmus+獎學金 May be eligible for Erasmus+ scholarship；交換至Faculty of Engineering Technology
,,,,,,,,"有疑問可與Prof. Claesen何慎諾教授聯絡 If any question, please contact Prof. Claesen: luc.claesen@uhasselt.be"
BE04,"Belgium
比利時","K.U. Leuven
魯汶大學",84,4 sem. slots,"管院大二以上及碩士班學生
UG yr.2 above & Master students in College of Management",iBT79/IELTS6.5,,"交換至該校 Economics and Business 系所
Exchange to Faculty of Economics and Business"
,,,,,,,,Fact Sheet
,,,,,,,,參考網頁 Link
,,,,4 students,"工學院大四以上及碩士班學生
UG yr.4 above & Master students in College of Engineering",iBT94/IELTS7,,參考網頁 Link
,,,,,,,,僅研究所提供英文授課課程 English-taught courses are only offered in PG level. 學生交換時須修至少24學分/學期 Students are required to take a min. of 24 ECTS/semester
,,,,,,,,英語授課課程清單Course List
,,,,"8 sem. slots
(UG: 4 / PG: 4)","理學院大四以上及碩士班學生
UG yr.4 above & Master students in College of Science",,,參考網頁 Link
,,,,,,,,英語授課課程列表 Course List
,,,,,,,,"該校僅碩班課程為英語授課，大學部課程皆為荷語授課 Only master programmes are offered in English, UG programmes are offered in Dutch"
SP01,"Spain
西班牙","University of Barcelona
巴塞隆納大學",183,4 sem. slots,"生科院大學部及碩士班學生
UG and Master students of the College of Biological Science and Technology","英文或西文B1以上
(iBT42/IELTS4
/TOEIC550)",,參考網頁 Link
,,,,,,,,Infosheet
SP02,"Spain
西班牙","Autonomous University of Barcelona
巴塞隆納自治大學",213,2 sem. slots,"電機、資訊、理學院大學部學生
UG students of the College of ECE, CS, Science","iBT79/IELTS6.5/
DELE B2",,參考網頁 Link
,,,,,,,,"交換至exchange to School of Engineeirng (Computer Engineering & Chemical Engineering), 至少50%的課在該學院修讀 take at least 50% of courses from above school"
SP03,"Spain
西班牙","Universidad Carlos III de Madrid (UC3M)
馬德里卡洛斯三世大學",311,10 sem. slots,"全校大學部二年級以上學生
U-wide UG yr.2 & above students",建議英文或西文B2以上,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Key Dates
,,,,,,,,影音資源 Audiovisual Resources
,,,,,,,,English-taught courses - Getafe Campus
,,,,,,,,English-taught courses - Leganes Campus
,,,,,,,,僅限大學部學生申請 UG students only
CH01,"Switzerland
瑞士","Zurich University of Applied Sciences, Winterthur (ZHAW)
蘇黎世應用科學
大學溫特圖分校",N/A,"8 sem. slots
(UG: 6, PG: 2)","管院大學部及研究所學生
UG & PG students of the College of Management",iBT79/IELTS6.5,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Brochure
,,,,,,,,Academic Calendar
,,,,,,,,研究所英語授課課程 PG English-taught Courses
,,,,,,,,大學部英語授課課程 UG English-taught Courses
FR01,"France
法國","KEDGE Business School
KEDGE高等商業學院",N/A,7 sem. slots,"管院、應藝所非博士班學生
Students of the College of Management and Institute of Applied Arts (PhD students not applicable)","iBT79/IELTS6/
TOEIC785",,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"分為三個校區，商管課程每個校區都有，但設計課程僅在土倫 Business management programs are available in all 3 campuses (Bourdeaux, Marseille and Toulon), but Design program is only in Toulon"
FR02,"France
法國","SKEMA Business School
SKEMA商學院",N/A,8 sem. slots,"管院大學部及碩班學生
UG & Master students of the College of Management","iBT79/IELTS6.5/
TOEIC830",平均分數Avg. Score: 62.5+,參考網頁 Link (大學部UG)
,,,,,,,,參考網頁 Link (碩班PG)
,,,,,,,,Fact Sheet
FR03,"France
法國","ESME Sudria Engineering School
SUDRIA機電專業學院",N/A,6 sem. slots,"資訊院大學部及研究所學生
UG & PG students of the College of Computer Science","iBT65/IELTS5.5/
TOEIC600",,Fact Sheet
,,,,,,,,研究所英語授課列表 List of PG courses taught in English
FR04,"France
法國","Y SCHOOLS
Y Schools精英高等院校聯盟",N/A,5 sem. slots,"管院大學部及碩士班學生
UG & Master students of the College of Management",,,Fact Sheet
FR05,"France
法國","Institut Supérieur d’Electronique de Paris (ISEP)
巴黎高等電子學院",N/A,5 students,"全校大學部三年級以上及碩士班學生
U-wide UG yr.3 above & Master students",iBT79/IELTS6.5,,參考網頁 Link
,,,,,,,,課程列表 Course Catalog
,,,,,,,,"僅可申請該校之理工相關課程
Can only apply for Science & Engineering related courses"
FR06,"France
法國","University Paris-Est Créteil (UPEC)
巴黎第十二大學",N/A,4 sem. slots,"管院大學部三年級以上及研究所學生
UG yr.3 above & PG students of the College of Management",法檢 French B2/ iBT87/IELTS6,,管院參考網頁 Link
,,,,,,,,管院課程資訊 Course info. in Management
,,,,4 sem. slots,"理工領域大二以上及研究所學生
UG yr. 2 and PG students in field of Science & Engineering",,,"限生科、資訊、生醫、應化、環工領域同學申請 Restricted to stduents in Biological Sci., CS, Biomedical Sci., Applied Chemistry and Environment Engineering"
,,,,,,,,理工領域課程資訊 Course info. in Science & Technology
,,,,4 students,"工學院大學部及研究所學生
UG and PG students of the College of Engineering","iBT42/IELTS4
/TOEIC550",,參考網頁 Link
,,,,,,,,"交換至該校 Exchange to: Faculty of Science and Technology 可交換領域 relevant academic fields: UG: civil & mechanical engineering, material science; Master: engineering & environmental engineering; PhD: environmental engineering, environmental science and technology"
FR07,"France
法國","École Polytechnique
巴黎綜合理工學院",61, 4 sem. slots,"數學、資訊、經濟以及物理領域之大學部以及研究所學生
UG & PG students in the fields of Mathematics, Computer Science, Economics and Physics","UG: iBT72/IELTS5.5
PG: iBT72/IELTS5.5
/French B2",平均分數Avg. Score: 75+,參考網頁 Link
,,,,,,,,Fact Sheet
FR08,"France
法國","Paris-Saclay University
巴黎-薩克雷大學",305,10 sem. slots,"法律、經濟/管理、理/科技/健康領域三年級以上及碩班學生
UG yr.3 above & Master students in Law, Economics/Management, Science/Technology/Health",建議 recommend French B1-B2,,參考網頁 Link
,,,,,,,,Fact Sheet
FR09,"France
法國","University of Strasbourg
史特拉斯堡大學",398,8 sem. slots,"客家院大三以上及碩士班學生
UG yr.3 & Master students of the College of Hakka Studies",法文French B1,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,多數課程以法語授課 Most courses are taught in French
,,,,,,,,赴該校社科院交換 Exchange to the Faculty of Social Sciences
FR10,"France
法國","Sup'Biotech Paris
生物技術高等學院",N/A,10 sem. slots,"理學院及生科院大學部三年級以上及碩班學生
UG yr.3 above & Master students of the College of Science and College of Biological Science and Technology",iBT70/IELTS6,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,大學部課程 UG Courses
,,,,,,,,研究所課程 PG Courses
FR11,"France
法國","Université Jean Moulin Lyon 3
里昂第三大學",1001+,3,"全校大學部三年級以上及研究所學生
U-wide UG yr.3 above & PG students",iBT80 (no section below 20)/IELTS6.5 (no sub-band below 6)/DELF B1/ TOEIC(L/S/R/W)1020,,參考網頁 Link
,,,,,,,,"無理工領域之英語授課課程
No science & engineering related courses"
FR12,"France
法國","Universite Catholique de Lille
里爾天主教大學",N/A,4 students,"工、光電院大學部三年級以上與碩士班學生
UG yr.3 above & Master students of the College of  Engineering, Photonics","iBT72/IELTS5.5/
TOEIC785",,參考網頁 Link
,,,,,,,,課程列表 Course Catalog
,,,,,,,,Brochure Download下載
,,,,,,,,交換至ISEN Lille，該校提供碩士班M1/M2英文授課，大四以上可修讀 Exchange to ISEN Lille where M1/M2 English-taught courses are provided (Final year UG can enroll)
FR13,"France
法國","University of Bordeaux
波爾多大學",425,4 sem. slots,"全校大學部二年級以上及研究所學生
U-wide UG yr.2 above & PG students",法文B1 or iBT72/IELTS5.5,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"分為三個校區 There are three campuses:
-Carreire: Health, Human Sciences
-Pessac: Law, Political Sciences, Economics, Management
-Talence: Science and Technology"
FR14,"France
法國","IMT Mines Albi
阿爾比-加莫國立高等礦業學校",N/A,"French program: 6 students
English program: upon request","理工領域大三以上以及碩班學生
UG yr.3 above and Master students in engineering","iBT80/IELTS6/
TOEIC750/
French B2",,碩士課程 Master Programs
,,,,,,,,Fact Sheet
,,,,,,,,"若選擇英文碩士，每學期需繳交750歐元學雜費
If taking English master program, students need to pay EUR750/semester"
FR15,"France
法國","Burgundy School of Business
勃根地商學院",N/A,6 sem. slots,"管院學生
Students of the College of Management","IELTS6/TOEIC750
iBT80/CEFR B1 or
TCF 4/French B2",,參考網頁 Link
FR16,"France
法國","University of Technology of Troyes
特魯瓦科技大學",N/A,2 students,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students Yr.1 above","B1 of English if the student intends to enroll in courses taught in English.
 B1 of French if the student intends to enroll in courses taught in French.
 No proof of language test is required.",,"僅可申請下列領域:
 Control and Computer Engineering (A2I) 
 Industrial Systems (GI)
 Informatics and Information Systems (ISI) 
 Systems, Networks and Telecommunications (RT) 
 Mechanical Systems (GM) 
 Materials Science and Technology (MTE) 
 Materials Science and Mechanics (MM) (dual apprenticeship only)"
,,,,3/sem.,"工學院之研究所學生
PG students of College of Engineering",法文課程 French program: French B1,,英語授課主要以研究所課程為主 Most English-taught courses are at PG level
,,,,,,,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,英語授課課程 English-taught courses
FR17,"France
法國","University of Technology of
Compiégne (UTC)
貢比涅技術大學",N/A,3/sem.,"全校大學部三年級以上及碩士班學生
U-wide UG yr.3 above & Master students","English A2
(iBT31/ IELTS4)",,參考網頁 Link
,,,,,,,,"大部分課程為法語授課，機械、資工及生醫領域有大學部英語授課課程；少數研究所課程在秋季班有英語授課 Most courses are taught in French; however, there are English-taught courses in Mechanical Engineering, Informatics Engineering and Biological Engineering. Some English-taught courses at PG level are offered in Fall semester."
FR18,"France
法國","INSA Strasbourg
國立史特拉斯堡應用科學學院",N/A,10 sem. slots,"工學院大學部三年級以上及碩班學生
UG yr.3 above & Master students of the College of Engineering",法文French B1+30hr密集法文課Intensive French Course or 法文French B2,,參考網頁 Link
,,,,,,,,Courses taught in English
,,,,,,,,"大部份課程為法語授課 Most courses are taught in French
每個領域至多2人 Up to 2 students in each specialty"
FR19,"France
法國","INSA Toulouse
國立圖盧茲應用科學學院",N/A,"4 semester spots
(max. 2/specialty)","資訊院大學部及碩士班學生
UG & Master students of the College of Computer Science","建議英文B2 或法文B1以上
Recommended English B2 or French B1",平均分數Avg. Score: 67.5+,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,英語課程 English-taught programs
,,,,,,,,"大部分課程為法文授課，有些碩士program及大學部春季班課程為100%英語授課 Most courses are taught in French, but some master programs and bachelor-level spring semesters are 100% English.
每個領域至多2人 Up to 2 students in each specialty"
FR20,"France
法國","École des mines de Saint-Étienne (EMSE)
聖艾蒂安礦業學院",N/A,4/sem.,"全校研究所學生
U-wide PG students","iBT72/IELTS5.5/
French B1",,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"具備法文能力者可選擇With French proficiency, students can choose either ICM or ISMIN
僅有英文能力者可選擇With English proficiency only, students can take one of the 8 English-taught MSc programs"
